member_id,account_id,email,join_date,eligibility_status,sponsored,is_fitbit_seed
mem_858b1523c7a2,acct_29e7052f5a45,nathanielmartin@example.net,2024-11-28,enrolled,True,False
mem_d9fdaf3f0c61,acct_29e7052f5a45,georgetracy@example.org,2026-02-08,enrolled,True,False
mem_8a0ef363f515,acct_29e7052f5a45,natasha43@example.org,2025-11-17,enrolled,True,False
mem_8d06a469459f,acct_29e7052f5a45,nataliearroyo@example.org,2025-05-21,enrolled,True,False
mem_3cdfc9e19e0c,acct_29e7052f5a45,wcabrera@example.net,2025-10-11,enrolled,True,False
mem_637093d0b1e1,acct_29e7052f5a45,davidalvarez@example.net,2025-04-23,enrolled,True,False
mem_ecd7d1f0bd4d,acct_29e7052f5a45,josephbrennan@example.com,2025-11-03,enrolled,True,False
mem_2428ad5f4c8d,acct_29e7052f5a45,sarahcampos@example.net,2025-08-21,enrolled,True,False
mem_d2ce4bdda1ca,acct_29e7052f5a45,jenniferross@example.net,2026-06-22,enrolled,True,False
mem_d7628c181efc,acct_29e7052f5a45,samuel87@example.org,2026-04-12,enrolled,True,False
mem_83581df0f989,acct_29e7052f5a45,jeffreymorgan@example.net,2026-03-18,enrolled,True,False
mem_cdc27efb4476,acct_29e7052f5a45,briannasmith@example.net,2026-06-07,enrolled,True,False
mem_6bcc577ad27f,acct_29e7052f5a45,perezrebecca@example.com,2026-04-10,enrolled,True,False
mem_44596c538014,acct_29e7052f5a45,palmerjoshua@example.com,2026-05-31,enrolled,True,False
mem_deb7d457feac,acct_29e7052f5a45,ambercummings@example.net,2026-03-23,enrolled,True,False
mem_61fc6531a869,acct_29e7052f5a45,esanchez@example.com,2025-10-02,enrolled,True,False
mem_cd64132b5ee3,acct_29e7052f5a45,clintonhopkins@example.com,2026-02-14,enrolled,True,False
mem_00537b5498be,acct_29e7052f5a45,ujenkins@example.org,2026-02-12,enrolled,True,False
mem_4af655c6556c,acct_29e7052f5a45,brownjessica@example.org,2026-04-19,enrolled,True,False
mem_c346747276c6,acct_29e7052f5a45,jamesherrera@example.org,2026-03-27,enrolled,True,False
mem_5f5ccc809003,acct_29e7052f5a45,dwhite@example.org,2025-01-29,enrolled,True,False
mem_85004cb3bae2,acct_29e7052f5a45,ramosmichelle@example.net,2025-09-24,enrolled,True,False
mem_3b29d80eb34d,acct_29e7052f5a45,williamsyvette@example.org,2025-10-17,enrolled,True,False
mem_5ee3a3e240b1,acct_29e7052f5a45,housemelinda@example.org,2026-05-04,enrolled,True,False
mem_c0efb0b851c0,acct_29e7052f5a45,ntucker@example.com,2025-08-04,enrolled,True,False
mem_63860dcb3d04,acct_29e7052f5a45,martinaaron@example.com,2026-05-07,enrolled,True,False
mem_852dc505f153,acct_29e7052f5a45,sara74@example.com,2026-02-07,enrolled,True,False
mem_3442ab64245b,acct_29e7052f5a45,smoore@example.org,2024-10-16,enrolled,True,True
mem_53d0f9e75656,acct_29e7052f5a45,rileyamy@example.net,2025-09-29,enrolled,True,False
mem_05e7c5a944ff,acct_29e7052f5a45,brian97@example.net,2025-11-14,enrolled,True,False
mem_e5cb49a2dbcf,acct_29e7052f5a45,brianromero@example.org,2025-09-02,enrolled,True,False
mem_6e8812ba3af2,acct_29e7052f5a45,larsonemma@example.org,2025-05-10,enrolled,True,False
mem_48c1cbbdca13,acct_29e7052f5a45,kwilson@example.org,2025-07-02,enrolled,True,False
mem_db9dd8b91f36,acct_29e7052f5a45,harveyrobert@example.net,2026-04-12,enrolled,True,True
mem_6ed23d95290a,acct_29e7052f5a45,sarah35@example.org,2026-06-29,enrolled,True,False
mem_a95497324782,acct_29e7052f5a45,randy47@example.com,2026-03-07,enrolled,True,False
mem_4f2f64646d1f,acct_29e7052f5a45,smithchristine@example.net,2026-03-27,enrolled,True,False
mem_7b75f80e4fd9,acct_29e7052f5a45,jonesjason@example.com,2026-04-19,enrolled,True,False
mem_0f96bd928959,acct_29e7052f5a45,sarahibarra@example.org,2025-01-20,enrolled,True,False
mem_9a1c6edc5700,acct_29e7052f5a45,justin78@example.net,2025-04-08,enrolled,True,False
mem_b782e4ac252f,acct_29e7052f5a45,cheryl80@example.net,2026-03-07,enrolled,True,False
mem_8042c8e14bdd,acct_29e7052f5a45,sarah12@example.com,2025-09-20,enrolled,True,False
mem_8f27cac7fdb0,acct_29e7052f5a45,prestonjulia@example.org,2026-01-31,enrolled,True,False
mem_4a364a065ec2,acct_29e7052f5a45,juan35@example.org,2025-02-26,enrolled,True,False
mem_5ab6dfd79358,acct_29e7052f5a45,william40@example.org,2026-01-02,enrolled,True,False
mem_6c44f6283262,acct_29e7052f5a45,ccalderon@example.org,2026-03-28,enrolled,True,False
mem_5de70246e33f,acct_29e7052f5a45,kellie42@example.net,2026-04-05,enrolled,True,False
mem_26ebfe430278,acct_29e7052f5a45,barnold@example.net,2025-11-12,enrolled,True,True
mem_e8073d1e6aba,acct_29e7052f5a45,rodriguezsierra@example.net,2026-03-29,enrolled,True,False
mem_81636be0f155,acct_29e7052f5a45,amydavenport@example.net,2025-10-30,enrolled,True,False
mem_13010a20d9ee,acct_29e7052f5a45,russellwilliams@example.com,2025-03-17,enrolled,True,False
mem_6f1f38c5d06b,acct_29e7052f5a45,nolanjason@example.org,2026-01-29,enrolled,True,False
mem_9d042694d7e1,acct_29e7052f5a45,gomezanita@example.com,2026-04-15,enrolled,True,False
mem_680a459baa41,acct_29e7052f5a45,sarayoung@example.org,2024-09-09,enrolled,True,False
mem_b112b481661e,acct_29e7052f5a45,nicolejohnson@example.net,2025-12-08,enrolled,True,True
mem_7529ce2601c6,acct_29e7052f5a45,kimberly63@example.com,2026-06-03,enrolled,True,False
mem_d6e629950797,acct_29e7052f5a45,kristinrodriguez@example.org,2026-06-21,enrolled,True,False
mem_2a5bec9cd6f1,acct_29e7052f5a45,dwalker@example.com,2026-05-27,enrolled,True,False
mem_5f768031c3bd,acct_45f3dc1942ac,andrewlee@example.com,2026-01-19,enrolled,True,False
mem_370bf3cb1b70,acct_45f3dc1942ac,michelle45@example.net,2026-06-14,enrolled,True,False
mem_8a0d93b36701,acct_45f3dc1942ac,ifrazier@example.com,2026-02-06,enrolled,True,False
mem_64d7324dfa6f,acct_45f3dc1942ac,wilsontara@example.org,2024-09-18,enrolled,True,False
mem_af4c4d6586b6,acct_45f3dc1942ac,benjamin96@example.com,2025-11-28,enrolled,True,False
mem_742031220c5f,acct_45f3dc1942ac,samuel81@example.com,2024-12-02,enrolled,True,False
mem_d5f27eeff9cb,acct_45f3dc1942ac,jonathanfletcher@example.org,2025-04-23,enrolled,True,False
mem_5d38f7173e8d,acct_45f3dc1942ac,michaeljones@example.net,2026-07-14,enrolled,True,False
mem_1ee023b06f4a,acct_45f3dc1942ac,cindy14@example.net,2025-08-10,enrolled,True,False
mem_1903725e7f00,acct_45f3dc1942ac,elizabeth56@example.net,2025-09-04,enrolled,True,False
mem_14cab65a6e25,acct_45f3dc1942ac,angela36@example.net,2025-11-24,enrolled,True,False
mem_cef6e3c3e59e,acct_45f3dc1942ac,lbyrd@example.net,2026-03-27,enrolled,True,False
mem_9b84e56449c2,acct_45f3dc1942ac,richard04@example.com,2025-09-29,enrolled,True,False
mem_10bca3595aae,acct_45f3dc1942ac,russellcarpenter@example.net,2026-05-27,enrolled,True,True
mem_1130f4306b95,acct_45f3dc1942ac,steven73@example.net,2026-01-13,enrolled,True,False
mem_df30bbd82f3f,acct_45f3dc1942ac,yleon@example.net,2026-01-04,enrolled,True,False
mem_5fbfc38d8c13,acct_45f3dc1942ac,donnacampbell@example.net,2025-01-03,enrolled,True,False
mem_b3954b3eca7c,acct_45f3dc1942ac,clarence34@example.org,2025-04-09,enrolled,True,False
mem_6b4e1750e7c2,acct_45f3dc1942ac,dylanwilliams@example.com,2026-03-29,enrolled,True,False
mem_5207b0485a44,acct_45f3dc1942ac,gibsonolivia@example.net,2025-12-13,enrolled,True,False
mem_36c3509230cf,acct_45f3dc1942ac,jennifercruz@example.com,2026-05-01,enrolled,True,False
mem_787857599fb2,acct_45f3dc1942ac,dylanwatts@example.org,2025-02-28,enrolled,True,False
mem_19fc98966cfe,acct_45f3dc1942ac,zrobinson@example.net,2025-04-14,enrolled,True,True
mem_9e6d92f6fe02,acct_45f3dc1942ac,pwilliams@example.org,2026-03-14,enrolled,True,False
mem_3010a60ad585,acct_45f3dc1942ac,danderson@example.net,2025-09-30,enrolled,True,False
mem_b04836b32108,acct_45f3dc1942ac,stephanie79@example.net,2025-10-17,enrolled,True,False
mem_9604b0e78a2f,acct_45f3dc1942ac,jrivas@example.com,2026-05-11,enrolled,True,False
mem_57b342f95f16,acct_45f3dc1942ac,juliawells@example.com,2025-07-12,enrolled,True,False
mem_a827b5693f6b,acct_45f3dc1942ac,maryramirez@example.net,2025-11-23,enrolled,True,False
mem_6335dfd2cb08,acct_45f3dc1942ac,rsims@example.com,2025-07-01,enrolled,True,False
mem_f5eadf0c263d,acct_45f3dc1942ac,reevesjimmy@example.com,2025-11-28,enrolled,True,False
mem_1d14a68e7196,acct_45f3dc1942ac,patricia12@example.org,2026-07-31,enrolled,True,False
mem_fe0619843617,acct_45f3dc1942ac,patrickhernandez@example.org,2026-03-03,enrolled,True,False
mem_7f5ca4de533f,acct_45f3dc1942ac,perrymark@example.com,2026-07-07,enrolled,True,True
mem_e9e8157ea05f,acct_45f3dc1942ac,abrown@example.com,2025-02-08,enrolled,True,False
mem_6b2a13a15b4a,acct_45f3dc1942ac,gateskathy@example.com,2025-04-06,enrolled,True,False
mem_531133fb0e8d,acct_45f3dc1942ac,wsmith@example.com,2025-05-19,enrolled,True,False
mem_d572a59db81a,acct_45f3dc1942ac,acastaneda@example.net,2026-03-10,enrolled,True,True
mem_cfd4230d6c94,acct_45f3dc1942ac,tracynelson@example.com,2026-06-16,enrolled,True,False
mem_e628e62a2281,acct_45f3dc1942ac,priceelizabeth@example.com,2025-04-07,enrolled,True,False
mem_83687d7f873f,acct_45f3dc1942ac,marycalhoun@example.net,2025-01-14,enrolled,True,False
mem_f6b8f6ccad70,acct_45f3dc1942ac,meadowsbrittany@example.net,2026-06-05,enrolled,True,False
mem_a6356608f55a,acct_45f3dc1942ac,millerroy@example.com,2025-12-20,enrolled,True,True
mem_1bf22144ae7d,acct_45f3dc1942ac,brentgray@example.org,2026-06-11,enrolled,True,False
mem_6ac2bf6520cc,acct_45f3dc1942ac,wmurphy@example.com,2025-07-14,enrolled,True,False
mem_e11c73bcdf8c,acct_45f3dc1942ac,karen64@example.org,2025-07-10,enrolled,True,False
mem_ca7e4b3db480,acct_45f3dc1942ac,ismith@example.org,2026-05-20,enrolled,True,False
mem_16a5ee1d2145,acct_45f3dc1942ac,jeffrey10@example.org,2025-12-25,enrolled,True,False
mem_8ef5dde1c5e6,acct_45f3dc1942ac,jamessmith@example.org,2025-11-18,enrolled,True,False
mem_7040bc820161,acct_45f3dc1942ac,davidcaldwell@example.net,2026-03-28,enrolled,True,False
mem_85c38480de7b,acct_45f3dc1942ac,stevenscott@example.com,2025-04-12,enrolled,True,False
mem_5c06a1aa5f03,acct_45f3dc1942ac,catherinestuart@example.net,2026-01-19,enrolled,True,False
mem_052a7b1447fb,acct_45f3dc1942ac,stricklandfrank@example.com,2026-04-18,enrolled,True,False
mem_6b0b823aa3cd,acct_45f3dc1942ac,lanesarah@example.net,2025-11-23,enrolled,True,False
mem_3e083066d9be,acct_45f3dc1942ac,tsanders@example.org,2025-08-04,enrolled,True,False
mem_1f3cf376ac60,acct_45f3dc1942ac,vargasmaria@example.org,2026-04-23,enrolled,True,False
mem_a04b8046c1e5,acct_45f3dc1942ac,terrykevin@example.net,2026-03-09,enrolled,True,False
mem_ec9dc689d568,acct_45f3dc1942ac,hoganashlee@example.org,2024-09-23,enrolled,True,False
mem_0b45f581a332,acct_45f3dc1942ac,amanda51@example.net,2025-09-23,enrolled,True,False
mem_c485ae6ed030,acct_45f3dc1942ac,alexander67@example.org,2026-01-12,enrolled,True,False
mem_9e4fd2423df2,acct_45f3dc1942ac,oyu@example.com,2025-12-04,enrolled,True,False
mem_9f59dcbde397,acct_45f3dc1942ac,ryangross@example.net,2026-05-23,enrolled,True,False
mem_1a332cefebf0,acct_45f3dc1942ac,christina87@example.com,2026-04-13,enrolled,True,False
mem_056678e556c2,acct_45f3dc1942ac,lpetersen@example.com,2026-02-25,enrolled,True,False
mem_7a37d14101c4,acct_45f3dc1942ac,melissa14@example.com,2025-10-28,enrolled,True,False
mem_6e5fc6d2c262,acct_45f3dc1942ac,karenhudson@example.net,2026-04-11,enrolled,True,False
mem_b7944922dfe9,acct_45f3dc1942ac,frogers@example.com,2026-04-15,enrolled,True,False
mem_c3ded3c446d7,acct_45f3dc1942ac,tonykelly@example.com,2026-06-11,enrolled,True,False
mem_c0ab797dcea7,acct_45f3dc1942ac,joshua94@example.net,2025-10-04,enrolled,True,False
mem_971509492c2a,acct_45f3dc1942ac,blackjames@example.org,2026-04-12,enrolled,True,False
mem_fb9c797aef00,acct_cce729bea99e,fbrewer@example.com,2026-06-11,enrolled,True,False
mem_5a61b70089a7,acct_cce729bea99e,davisjeffrey@example.net,2026-04-08,enrolled,True,False
mem_e95167d0a014,acct_cce729bea99e,kevinperkins@example.com,2025-09-12,enrolled,True,False
mem_3117052ecaf9,acct_cce729bea99e,ronald85@example.com,2026-04-17,enrolled,True,False
mem_cd8d1a8168c4,acct_cce729bea99e,qnelson@example.org,2026-05-19,enrolled,True,False
mem_0520aeb312de,acct_cce729bea99e,griffithleslie@example.net,2025-01-30,enrolled,True,False
mem_dd4cd3a0c639,acct_cce729bea99e,jamesrodgers@example.com,2025-11-07,enrolled,True,False
mem_09e21dd62216,acct_cce729bea99e,tina34@example.org,2025-12-26,enrolled,True,False
mem_86d5055f9773,acct_cce729bea99e,harry08@example.org,2025-06-26,enrolled,True,False
mem_9fcb9bcee465,acct_cce729bea99e,brandon08@example.com,2025-06-08,enrolled,True,False
mem_2e7518d96807,acct_cce729bea99e,danamullins@example.org,2026-04-27,enrolled,True,False
mem_b03c137a06c7,acct_cce729bea99e,andrewstaylor@example.com,2026-06-01,enrolled,True,False
mem_e5a7e7ac8960,acct_cce729bea99e,jack04@example.com,2026-01-15,enrolled,True,False
mem_a0a1caede415,acct_cce729bea99e,shortrichard@example.org,2026-01-18,enrolled,True,False
mem_d66ba5c1bf13,acct_cce729bea99e,hernandezlisa@example.com,2025-12-29,enrolled,True,False
mem_dce7e5bc9ba6,acct_cce729bea99e,mcknightdavid@example.com,2025-08-05,enrolled,True,False
mem_77db6f5fb1ee,acct_cce729bea99e,kimberlyjames@example.com,2025-09-09,enrolled,True,False
mem_535b1cf18a55,acct_cce729bea99e,michelle64@example.net,2024-11-02,enrolled,True,False
mem_28d176b41a76,acct_cce729bea99e,lynchjody@example.org,2026-06-01,enrolled,True,False
mem_e7a497ed6831,acct_cce729bea99e,josephmiller@example.org,2026-01-28,enrolled,True,False
mem_0133f1807012,acct_cce729bea99e,andreamoore@example.com,2026-02-25,enrolled,True,False
mem_1f59532cabe4,acct_cce729bea99e,enorris@example.com,2025-04-23,enrolled,True,False
mem_4fb91f3c6fd5,acct_cce729bea99e,halljasmine@example.net,2026-04-04,enrolled,True,False
mem_c80c0b754917,acct_cce729bea99e,ojones@example.com,2026-04-27,enrolled,True,False
mem_bdb95a02843b,acct_cce729bea99e,ronaldstephens@example.net,2026-01-07,enrolled,True,False
mem_823a70fa49e8,acct_cce729bea99e,rebekahserrano@example.org,2026-01-19,enrolled,True,False
mem_c1436b5333d4,acct_cce729bea99e,martinkyle@example.net,2026-03-23,enrolled,True,False
mem_253c3f7653c5,acct_cce729bea99e,scott74@example.net,2026-04-03,enrolled,True,False
mem_bed5d27d3124,acct_cce729bea99e,gbender@example.net,2025-02-15,enrolled,True,False
mem_c3598b4780cd,acct_cce729bea99e,mkim@example.org,2026-01-09,enrolled,True,True
mem_daf47a03d602,acct_cce729bea99e,mnavarro@example.com,2025-04-23,enrolled,True,False
mem_2fddd65bf50d,acct_cce729bea99e,davissuzanne@example.net,2025-11-17,enrolled,True,False
mem_464937826e8f,acct_cce729bea99e,keyemily@example.com,2026-06-19,enrolled,True,False
mem_d623efbc9dd4,acct_cce729bea99e,hinesgregory@example.net,2024-08-24,enrolled,True,False
mem_d3299c692b20,acct_cce729bea99e,lmoon@example.net,2025-05-16,enrolled,True,False
mem_beb2cc9450bf,acct_cce729bea99e,fwalters@example.org,2024-12-07,enrolled,True,False
mem_99bf8b107880,acct_cce729bea99e,vbailey@example.com,2025-02-11,enrolled,True,False
mem_19422cc8db8b,acct_cce729bea99e,hodgemark@example.net,2025-05-05,enrolled,True,False
mem_8d0a882e79d1,acct_cce729bea99e,zroberts@example.net,2026-05-06,enrolled,True,False
mem_d660f3d56346,acct_cce729bea99e,gibsonleonard@example.com,2025-12-20,enrolled,True,False
mem_c3e7d8cebcfd,acct_cce729bea99e,cordovarichard@example.net,2026-04-18,enrolled,True,False
mem_6804f9cc5ff9,acct_cce729bea99e,sandovalamy@example.com,2026-01-29,enrolled,True,False
mem_976eb4ec37a2,acct_cce729bea99e,lopezmichael@example.com,2026-06-16,enrolled,True,False
mem_7b4a7699cf1c,acct_cce729bea99e,nwolf@example.com,2026-02-08,enrolled,True,False
mem_0b9afb75a4d3,acct_cce729bea99e,sarakim@example.net,2024-10-29,enrolled,True,False
mem_b44329f1b617,acct_cce729bea99e,omartinez@example.net,2026-03-28,enrolled,True,False
mem_4bf3396a099f,acct_cce729bea99e,jennifercollins@example.org,2025-06-26,enrolled,True,False
mem_06420af063c3,acct_cce729bea99e,hdavis@example.com,2026-01-04,enrolled,True,False
mem_96268f8aef79,acct_cce729bea99e,hollanderic@example.net,2026-01-19,enrolled,True,False
mem_aa6bf56e653c,acct_cce729bea99e,william46@example.com,2024-12-28,enrolled,True,False
mem_4e0ed0a53c0f,acct_cce729bea99e,jsanchez@example.org,2024-09-22,enrolled,True,False
mem_0b90e7294b8f,acct_cce729bea99e,mlee@example.net,2025-11-15,enrolled,True,False
mem_567925eba1a0,acct_b2e5addde613,ymorgan@example.net,2026-03-15,enrolled,True,False
mem_4f0e74f81308,acct_b2e5addde613,lori44@example.net,2024-12-07,enrolled,True,False
mem_4cab4096f639,acct_b2e5addde613,cgrimes@example.net,2025-11-02,enrolled,True,False
mem_ce68b39535f4,acct_b2e5addde613,jreed@example.net,2025-11-22,enrolled,True,False
mem_ab908125710f,acct_b2e5addde613,ugibson@example.org,2025-07-23,enrolled,True,False
mem_0a57b349db71,acct_b2e5addde613,ashleyhall@example.com,2026-06-16,enrolled,True,False
mem_90c682aa2c8e,acct_b2e5addde613,floresthomas@example.com,2025-10-30,enrolled,True,False
mem_98bf58362492,acct_b2e5addde613,ymcneil@example.net,2025-12-12,enrolled,True,False
mem_6a69deecd93f,acct_b2e5addde613,tylerjohnson@example.net,2025-05-01,enrolled,True,False
mem_8a101b12b627,acct_b2e5addde613,molly71@example.net,2026-05-09,enrolled,True,False
mem_935385569a3d,acct_b2e5addde613,jsmith@example.com,2024-12-22,enrolled,True,False
mem_37b3daa0d577,acct_b2e5addde613,charlesharrington@example.com,2026-06-07,enrolled,True,False
mem_200911d42436,acct_b2e5addde613,cindy61@example.com,2026-04-29,enrolled,True,False
mem_4953b786e391,acct_b2e5addde613,ofinley@example.net,2025-10-25,enrolled,True,False
mem_ad689948f604,acct_b2e5addde613,cbrennan@example.net,2025-09-08,enrolled,True,False
mem_76fa54c73af7,acct_b2e5addde613,younggabrielle@example.com,2026-04-09,enrolled,True,False
mem_56ab65468d9e,acct_b2e5addde613,juliehamilton@example.org,2026-05-24,enrolled,True,False
mem_e7d1b6181b4d,acct_b2e5addde613,wallaceheather@example.org,2025-03-25,enrolled,True,False
mem_42c76333a1c4,acct_b2e5addde613,nguyenbrian@example.com,2026-04-05,enrolled,True,False
mem_1db0f18e982f,acct_b2e5addde613,ryan38@example.com,2025-10-25,enrolled,True,False
mem_21eed67db391,acct_b2e5addde613,georgemiller@example.com,2025-10-11,enrolled,True,False
mem_ed0d36f79c91,acct_b2e5addde613,tyleraguilar@example.org,2026-01-20,enrolled,True,False
mem_edd1886de5ac,acct_b2e5addde613,dlittle@example.com,2025-10-31,enrolled,True,False
mem_e02007fc3f7f,acct_b2e5addde613,nolansteven@example.com,2025-12-02,enrolled,True,False
mem_e0cfb0370682,acct_b2e5addde613,charleslandry@example.net,2025-01-31,enrolled,True,False
mem_bd381c91be48,acct_b2e5addde613,danielle64@example.com,2026-04-21,enrolled,True,False
mem_0eefcec23a71,acct_b2e5addde613,james67@example.org,2025-08-13,enrolled,True,False
mem_b7aec43cb41d,acct_b2e5addde613,patrickhoward@example.com,2026-04-08,enrolled,True,True
mem_9b30aae16918,acct_b2e5addde613,andrew64@example.org,2026-01-31,enrolled,True,False
mem_b7574548a77c,acct_b2e5addde613,lozanojulie@example.com,2025-09-10,enrolled,True,False
mem_8f908bf401bf,acct_b2e5addde613,catherinegomez@example.net,2026-03-14,enrolled,True,False
mem_bcb63294f306,acct_b2e5addde613,christinebyrd@example.net,2026-03-07,enrolled,True,True
mem_95c003488028,acct_b2e5addde613,courtneyberger@example.net,2025-07-20,enrolled,True,False
mem_11041b05e34b,acct_b2e5addde613,parkerscott@example.net,2026-06-10,enrolled,True,False
mem_a9c3e21faeaa,acct_b2e5addde613,jessica14@example.com,2026-01-02,enrolled,True,False
mem_1457408a63c5,acct_b2e5addde613,ithompson@example.net,2024-09-02,enrolled,True,False
mem_5bc9c44e959a,acct_b2e5addde613,alyssa42@example.com,2024-09-18,enrolled,True,False
mem_98dc1aef25d8,acct_b2e5addde613,scoffey@example.net,2026-06-10,enrolled,True,False
mem_8d64a688dba0,acct_b2e5addde613,linda71@example.org,2026-04-18,enrolled,True,False
mem_84a4876754a4,acct_b2e5addde613,michelleramsey@example.com,2026-03-28,enrolled,True,False
mem_a73192c4aac9,acct_b2e5addde613,christopher60@example.com,2025-02-02,enrolled,True,False
mem_2edd8ae8ce13,acct_50a44960811c,brenda51@example.net,2026-02-12,enrolled,True,False
mem_dbf48204a1e9,acct_50a44960811c,thomasharvey@example.net,2026-05-09,enrolled,True,False
mem_c9d9d3a325fd,acct_50a44960811c,rose31@example.net,2025-05-18,enrolled,True,False
mem_d41185f9d4ba,acct_50a44960811c,tblankenship@example.net,2025-08-21,enrolled,True,False
mem_fa372610e321,acct_50a44960811c,cwilson@example.org,2025-10-15,enrolled,True,False
mem_1a3fb2d955c5,acct_50a44960811c,wendy11@example.org,2024-10-24,enrolled,True,False
mem_7dc7dbfeefcb,acct_50a44960811c,paulwatson@example.net,2025-09-21,enrolled,True,False
mem_b6b7bf57b6d9,acct_50a44960811c,umatthews@example.org,2026-07-18,enrolled,True,False
mem_21ba4fb03f9c,acct_50a44960811c,fpena@example.net,2025-06-01,enrolled,True,False
mem_968b8980ac57,acct_50a44960811c,rcrosby@example.org,2026-03-14,enrolled,True,False
mem_af443bb46727,acct_50a44960811c,jeff73@example.com,2025-09-15,enrolled,True,False
mem_54a3a58ef15c,acct_50a44960811c,pollardmichael@example.net,2025-01-25,enrolled,True,False
mem_33a8b1160881,acct_50a44960811c,bruce43@example.org,2026-05-18,enrolled,True,False
mem_4dde900ed9bc,acct_50a44960811c,ndavis@example.net,2026-05-25,enrolled,True,False
mem_0402be16ded3,acct_50a44960811c,williamsmatthew@example.org,2026-05-28,enrolled,True,False
mem_0baf41b74a42,acct_50a44960811c,caseyhubbard@example.org,2025-11-16,enrolled,True,False
mem_afdc8f1150f7,acct_50a44960811c,lisahall@example.org,2026-03-25,enrolled,True,False
mem_73c906d528fc,acct_50a44960811c,ramireztracey@example.org,2025-10-19,enrolled,True,False
mem_abfcfbd920f3,acct_50a44960811c,lauren10@example.org,2025-08-12,enrolled,True,False
mem_4d279c001980,acct_50a44960811c,howardkristina@example.net,2026-04-22,enrolled,True,False
mem_e7718dcad442,acct_50a44960811c,alfred40@example.org,2025-10-02,enrolled,True,False
mem_8819f504f8c8,acct_50a44960811c,vfox@example.org,2026-03-28,enrolled,True,False
mem_e0dcd4cdbcc1,acct_50a44960811c,xwest@example.net,2025-12-19,enrolled,True,False
mem_f82e85f65d84,acct_50a44960811c,hayesjeffrey@example.net,2025-03-09,enrolled,True,False
mem_a1be0505671e,acct_50a44960811c,acostaregina@example.net,2025-05-07,enrolled,True,False
mem_f82acfa3899f,acct_50a44960811c,stephen00@example.com,2026-06-03,enrolled,True,False
mem_ce734adb2052,acct_50a44960811c,gsimmons@example.com,2026-01-18,enrolled,True,False
